"","text","emotion","polarity"
"1668","your whole presidency has been inaccurate whats your point ˇòí the us looks like a third world c‚Ä","joy","neutral"
"1669","no we should not delay the election and you have absolutely no authority to do so we see what y‚Ä","unknown","negative"
"1670","thats a wonderful idea delay the election until we have a cure for the virus amp its safe for peo‚Ä","surprise","neutral"
"1671","there is literally no proof of your claims you vote by mail you hypocritethe smart ones see‚Ä","unknown","positive"
"1672","no putz","unknown","positive"
"1673","no the answer is no and fuck you for suggesting it","unknown","positive"
"1674","youre the great embarrassment to the us","joy","neutral"
"1675","run scared little donnie run far away to papa vlad","fear","negative"
"1676","no everyone who truly believes in law and order will take to the streets ‚Äî with masks on ‚Äî to str‚Ä","unknown","positive"
"1677","woop there it isthere is no difference between absentee and mail in voting which is encouraged on your campaign website","unknown","negative"
"1678","youre a liar and we arent going to delay anything and risk keeping you in officeday longer t‚Ä","unknown","negative"
"1679","oh hell no","unknown","negative"
"1680","no thanks","unknown","positive"
"1681","factcheckabsentee votingmailin voting are the same things the only dif‚Ä","unknown","positive"
"1682","are you saying that it is beyond the intelligence of the united states of america‚Äôs to come up wi‚Ä","unknown","positive"
"1683","dont you and your friends vote by mail donny sweetie","unknown","positive"
"1684","ˇˇˇˇ he knows he‚Äôs going to losewe knew it was comingbut this is nothingwait until the‚Ä","unknown","positive"
"1685","report","unknown","positive"
"1686","totally agreeyou may as well toss your ballot into the garbage if we are going to do mail in a‚Ä","unknown","neutral"
"1687","with pandemic all electionsexaminations shud b postponed","unknown","positive"
"1688","just googled desperately unpopular wannabe dictator clinging by his fingernails to power and thi‚Ä","unknown","negative"
"1689","nope that is not going to happen we all vote on november rd","unknown","positive"
"1690","you are a great embarrassment for the usa not our election system if you are so worried about th‚Ä","joy","negative"
"1691","breaking us gdp falls by a recordin nd quarter and more than m people filed for unem‚Ä","unknown","positive"
"1692","ummmm no","unknown","positive"
"1693","punch us out goose i cant reach the handles","unknown","negative"
"1694","fuck off no","unknown","positive"
"1695","horseshit you regularly vote by mail how can absentee ballots be fine but other mailed ballots b‚Ä","unknown","neutral"
"1696","getting the excuses in early ˇ","unknown","negative"
"1697","sir your handling of covid is the greatest embarrassment to the usa mail in ballots is the least of your problems","unknown","negative"
"1698","what you really wanted to say please delay the election because i‚Äòm the worst president ever seen‚Ä","joy","negative"
"1699","that‚Äôs not happening","unknown","positive"
"1700","this is like a baseball manager downin the fourth inning praying for rain so the game is w‚Ä","joy","neutral"
"1701","this mudafucka is crazy","unknown","negative"
"1702","you are the great embarrassment to the usai see you are trying to set up an argument that the v‚Ä","joy","negative"
"1703","says the loser behind in the polls","unknown","negative"
"1704","you cant stop us from voting you out and if you delay the election pelosi takes over jan th reg‚Ä","unknown","negative"
"1705","in your dreams jr the american people are gonna bounce your fat ass out the white house in less thandays","unknown","negative"
"1706","you are the most dangerous threat to america we have ever known","unknown","negative"
"1707","your constituents need an appropriate response to this as soon as practinow","unknown","neutral"
"1708","you are the great embarrassment of the usa we do not want you in office any longer than you have‚Ä","joy","positive"
"1709","when will you start worrying about about those still sick and dying from covid your worries‚Ä","disgust","negative"
"1710","but you used mailin voting","unknown","positive"
"1711","no and laughable the election is on mail in voting is accurate and secure you are going to lose‚Ä","unknown","negative"
"1712","nice try but you are losing by a landslide resign to save face resignnowtrump","unknown","negative"
"1713","lol","unknown","positive"
"1714","are you still sure he learned a lesson from impeachment any chance you‚Äôre ‚Äúconcerned‚Äù about this","unknown","positive"
"1715","crook you dont like what you see now what to delay elections well you should read up on this one‚Ä","joy","neutral"
"1716","this can only happen if approved by congressplease ask friends to contact their representatives‚Ä","joy","negative"
"1717","no way hes just scared","fear","negative"
"1718","during the primary you said it was good make up your mind","joy","neutral"
"1719","big nope on that my dude","unknown","positive"
"1720","for fuck‚Äôs actual sake no","unknown","positive"
"1721","and there you have it for those wondering why trumplstiltskin finally wore a maskhe can‚Äôt t‚Ä","unknown","positive"
"1722","no the most inaccurate amp fraudulent election in history waswhen russia help you you are‚Ä","unknown","negative"
"1723","so you schedule to resigncommit suicideflee to russia youre welcome from this moment nobody h‚Ä","unknown","positive"
"1724","stop it just stop lying to the american public youre toast a failure trumpresignnow","unknown","neutral"
"1725","you are just afraid you will loose loosertrump","fear","neutral"
"1726","nope that would take an act of congress and with the partisanship playing there dont see that happening","unknown","positive"
"1727","try to take away our vote and you will see america rise up in a full blown revolution we will ge‚Ä","unknown","neutral"
"1728","you realize there isnt any different between mailin and absentee right","unknown","neutral"
"1729","corrupt dems loves to cheat amp lie do not trust mail in voting most be some kind of executive ord‚Ä","joy","negative"
"1730","the pumpkin in chief wants to stay until its safelikeor sovotebluenomatterwho","unknown","positive"
"1731","you are leaving that office come hell or high water to be clear the people are the hell and high water","anger","negative"
"1732","mr president only dictators demand elections be delayed to suit their needs its time for you to start packing sir","unknown","positive"
"1733","desperate times calls for desperate measures eh i will stand in a line for hours to make sure yo‚Ä","unknown","positive"
"1734","and with all the crap that the ‚Äúfake news‚Äù is saying and others it‚Äôs a fight everyday we have t‚Ä","unknown","negative"
"1735","no winner yet decided in ny over a month ago and stillno call w mail in ballots ne‚Ä","unknown","neutral"
"1736","considering that you have voted by mailin ballot as well as many of your staff i guess t‚Ä","unknown","positive"
"1737","fk then sketchy ass mail in votes if people can wait in line at walmart they can stand in line waiting to vote","unknown","neutral"
